index,search_results,rank
4138,5,3
4139,8,4
4140,8,7
4141,6,0
4142,7,6
4143,7,0
4144,4,2
4145,5,0
4146,10,6
4147,7,0
4148,9,7
4149,9,0
4150,3,2
4151,10,0
4152,7,0
4153,4,3
4154,9,0
4155,6,6
4156,15,11
4157,6,0
4158,8,7
4159,5,5
4160,6,4
4161,1,0
4162,9,7
4163,6,5
4164,4,0
4165,7,6
4166,1,1
4167,4,3
4168,6,5
4169,9,8
4170,8,5
4171,2,2
4172,14,0
4173,9,8
4174,7,3
4175,9,7
4176,5,5
4177,3,3
4178,12,10
4179,9,0
4180,9,7
4181,6,2
4182,5,4
4183,10,8
4184,8,6
4185,5,0
4186,7,7
4187,9,5
4188,7,5
4189,6,4
4190,7,7
4191,11,7
4192,6,5
4193,3,2
4194,8,5
4195,5,1
4196,7,3
4197,13,11
4198,7,4
4199,7,6
4200,9,5
4201,15,0
4202,5,5
4203,8,7
4204,6,0
4205,9,0
4206,11,7
4207,9,6
4208,5,5
4209,3,2
4210,7,0
4211,3,2
4212,7,0
4213,8,6
4214,3,2
4215,7,6
4216,7,6
4217,11,7
4218,8,5
4219,5,0
4220,6,2
4221,8,0
4222,4,0
4223,10,8
4224,4,3
4225,3,3
4226,7,0
4227,8,6
4228,4,4
4229,7,5
4230,9,0
4231,8,5
4232,9,5
4233,7,5
4234,5,4
4235,9,6
4236,2,2
4237,8,4
4238,8,5
4239,9,7
4240,6,3
4241,10,9
4242,3,2
4243,4,3
4244,10,6
4245,8,5
4246,10,7
4247,4,2
4248,8,0
4249,8,7
4250,2,2
4251,6,6
4252,4,0
4253,5,4
4254,7,0
4255,8,0
4256,7,6
4257,5,5
4258,8,6
4259,6,3
4260,6,4
4261,4,0
4262,5,4
4263,8,4
4264,7,0
4265,5,4
4266,6,6
4267,5,5
4268,9,7
4269,9,5
4270,7,5
4271,10,6
4272,3,3
4273,8,0
4274,9,6
4275,8,0
4276,7,0
4277,5,0
4278,6,5
4279,6,5
4280,7,7
4281,4,3
4282,9,6
4283,9,0
4284,5,0
4285,11,8
4286,7,7
4287,3,3
4288,6,4
4289,6,0
4290,6,4
4291,7,3
4292,9,5
4293,7,0
4294,9,6
4295,8,4
4296,5,4
4297,7,0
4298,10,8
4299,9,5
4300,9,8
4301,2,2
4302,10,7
4303,15,11
4304,4,0
4305,9,0
4306,3,0
4307,4,3
4308,5,1
4309,3,3
4310,6,6
4311,3,3
4312,6,0
4313,7,6
4314,5,4
4315,3,3
4316,7,6
4317,5,2
4318,4,0
4319,10,10
4320,10,7
4321,8,0
4322,3,1
4323,4,0
4324,10,7
4325,9,7
4326,7,0
4327,9,7
4328,6,2
4329,5,0
4330,2,2
4331,8,4
4332,7,0
4333,4,0
4334,6,0
4335,7,5
4336,3,2
4337,7,5
4338,8,6
4339,5,2
4340,9,5
4341,5,5
4342,11,7
4343,10,8
4344,8,7
4345,5,4
4346,7,7
4347,6,6
4348,7,7
4349,6,5
4350,7,0
4351,5,5
4352,7,7
4353,6,0
4354,4,2
4355,4,4
4356,9,7
4357,10,7
4358,6,6
4359,3,3
4360,2,1
4361,7,4
4362,12,9
4363,8,5
4364,8,4
4365,5,4
4366,8,7
4367,4,4
4368,7,6
4369,2,2
4370,7,7
4371,7,3
4372,4,3
4373,7,6
4374,8,0
4375,11,7
4376,7,6
4377,9,8
4378,3,3
4379,7,5
4380,6,6
4381,6,3
4382,7,4
4383,10,0
4384,8,4
4385,7,4
4386,8,4
4387,8,4
4388,8,8
4389,11,0
4390,9,0
4391,5,5
4392,9,7
4393,8,4
4394,10,0
4395,6,2
4396,4,2
4397,6,5
4398,6,0
4399,11,8
4400,8,6
4401,8,0
4402,8,0
4403,9,5
4404,7,7
4405,5,0
4406,11,7
4407,6,6
4408,6,5
4409,3,0
4410,9,0
4411,5,5
4412,8,4
4413,1,1
4414,9,6
4415,6,6
4416,7,0
4417,11,0
4418,8,0
4419,5,1
4420,7,0
4421,5,4
4422,12,8
4423,3,3
4424,2,1
4425,2,2
4426,4,3
4427,8,7
4428,6,4
4429,10,7
4430,12,11
4431,3,3
4432,9,7
4433,6,0
4434,12,9
4435,5,5
4436,9,7
4437,8,4
4438,6,3
4439,9,5
4440,8,0
4441,10,0
4442,6,4
4443,5,3
4444,9,5
4445,2,2
4446,8,6
4447,9,0
4448,5,0
4449,6,4
4450,7,5
4451,11,0
4452,6,0
4453,5,0
4454,10,0
4455,6,0
4456,6,6
4457,6,2
4458,4,3
4459,7,4
4460,14,11
4461,6,5
4462,8,0
4463,7,3
4464,5,2
4465,11,7
4466,5,4
4467,5,0
4468,3,0
4469,10,6
4470,5,5
4471,6,5
4472,10,9
4473,3,1
4474,6,0
4475,6,0
4476,8,0
4477,5,5
4478,11,0
4479,10,7
4480,7,0
4481,8,6
4482,5,4
4483,5,4
4484,6,5
4485,5,0
4486,5,3
4487,8,6
4488,11,8
4489,5,3
4490,8,0
4491,3,3
4492,9,8
4493,3,3
4494,15,11
4495,11,8
4496,13,10
4497,10,7
4498,10,9
4499,8,7
4500,9,8
4501,11,8
4502,7,4
4503,8,5
4504,10,6
4505,9,0
4506,5,0
4507,6,0
4508,4,3
4509,11,0
4510,5,1
4511,4,1
4512,6,0
4513,3,2
4514,7,5
4515,1,0
4516,5,0
4517,7,0
4518,5,0
4519,4,2
4520,8,0
4521,5,5
4522,6,0
4523,6,0
4524,8,6
4525,5,2
4526,8,0
4527,6,5
4528,11,0
4529,5,2
4530,6,6
4531,10,0
4532,7,6
4533,7,4
4534,6,6
4535,8,0
4536,4,0
4537,7,0
4538,6,3
4539,9,6
4540,3,2
4541,5,5
4542,7,0
4543,8,0
4544,7,3
4545,10,7
4546,5,2
4547,8,4
4548,3,0
4549,8,6
4550,7,0
4551,3,2
4552,13,12
4553,1,1
4554,7,0
4555,6,6
4556,8,0
4557,9,7
4558,6,5
4559,4,4
4560,7,0
4561,11,7
4562,5,0
4563,8,5
4564,5,3
4565,5,4
4566,8,0
4567,10,7
4568,9,6
4569,3,3
4570,9,0
4571,7,3
4572,6,4
4573,8,5
4574,5,0
4575,5,0
4576,8,4
4577,11,0
4578,6,0
4579,5,1
4580,5,5
4581,9,7
4582,4,2
4583,7,0
4584,5,0
4585,5,2
4586,4,0
4587,9,6
4588,5,3
4589,6,4
4590,4,0
4591,9,6
4592,7,3
4593,7,4
4594,7,4
4595,7,4
4596,7,0
4597,8,6
4598,5,4
4599,10,7
4600,7,4
4601,4,0
4602,5,0
4603,5,4
4604,5,3
4605,5,1
4606,7,4
4607,9,5
4608,8,0
4609,4,4
4610,3,0
4611,5,0
4612,10,0
4613,5,1
4614,6,5
4615,5,4
4616,9,6
4617,7,0
4618,9,8
4619,8,4
4620,1,1
4621,11,7
4622,10,9
4623,5,2
4624,5,5
4625,7,6
4626,3,2
4627,13,0
4628,8,0
4629,3,0
4630,6,5
4631,11,7
4632,7,0
4633,8,5
4634,6,3
4635,11,0
4636,2,2
4637,11,0
4638,6,6
4639,8,5
4640,8,6
4641,6,4
4642,8,0
4643,5,5
4644,5,5
4645,2,1
4646,11,7
4647,13,9
4648,9,6
4649,9,0
4650,7,3
4651,8,6
4652,12,8
4653,10,8
4654,11,0
4655,10,0
4656,6,4
4657,4,0
4658,6,5
4659,9,5
4660,3,3
4661,8,0
4662,9,6
4663,7,0
4664,7,6
4665,5,3
4666,4,3
4667,6,4
4668,9,5
4669,3,3
4670,12,9
4671,7,3
4672,5,0
4673,9,5
4674,1,1
4675,4,2
4676,5,5
4677,7,6
4678,3,0
4679,8,5
4680,5,5
4681,10,6
4682,3,0
4683,9,6
4684,8,5
4685,10,7
4686,3,2
4687,3,2
4688,7,3
4689,4,0
4690,4,4
4691,7,3
4692,6,0
4693,9,5
4694,7,5
4695,11,7
4696,7,0
4697,4,0
4698,4,3
4699,7,6
4700,6,4
4701,7,5
4702,7,5
4703,8,0
4704,6,3
4705,7,7
4706,5,3
4707,7,6
4708,9,6
4709,5,3
4710,7,0
4711,4,0
4712,7,7
4713,10,0
4714,6,0
4715,7,3
4716,5,0
4717,3,3
4718,13,0
4719,6,4
4720,3,1
4721,7,3
4722,4,0
4723,8,0
4724,6,4
4725,5,0
4726,7,5
4727,7,0
4728,7,5
4729,14,11
4730,8,0
4731,3,3
4732,8,0
4733,0,0
4734,6,6
4735,7,0
4736,3,1
4737,6,5
4738,8,6
4739,5,4
4740,5,3
4741,4,3
4742,3,0
4743,4,4
4744,7,6
4745,4,3
4746,8,4
4747,6,6
4748,7,0
4749,11,7
4750,6,5
4751,3,1
4752,11,8
4753,9,0
4754,7,4
4755,12,10
4756,4,0
4757,7,5
4758,10,6
4759,9,5
4760,10,0
4761,7,6
4762,7,0
4763,8,8
4764,6,6
4765,10,7
4766,9,6
4767,7,4
4768,10,0
4769,7,6
4770,7,4
4771,5,0
4772,9,0
4773,6,0
4774,8,7
4775,9,0
4776,2,2
4777,9,6
4778,6,3
4779,6,0
4780,8,6
4781,6,3
4782,9,6
4783,11,0
4784,5,4
4785,7,3
4786,12,9
4787,10,7
4788,6,6
4789,15,11
4790,2,0
4791,10,0
4792,7,0
4793,4,4
4794,6,4
4795,3,0
4796,6,6
4797,6,5
4798,9,0
4799,11,9
4800,7,6
4801,8,6
4802,8,7
4803,7,0
4804,12,8
4805,4,2
4806,6,5
4807,14,0
4808,7,3
4809,8,6
4810,9,6
4811,9,7
4812,4,3
4813,13,10
4814,6,4
4815,7,5
4816,3,1
4817,6,4
4818,7,0
4819,7,6
4820,6,2
4821,7,5
4822,9,5
4823,9,5
4824,11,7
4825,9,7
4826,8,6
4827,6,4
4828,7,5
4829,2,0
4830,5,0
4831,9,0
4832,9,6
4833,4,4
4834,8,0
4835,5,5
4836,9,0
4837,7,0
4838,6,3
4839,6,3
4840,6,5
4841,8,8
4842,13,9
4843,9,7
4844,5,0
4845,10,6
4846,8,0
4847,3,2
4848,5,3
4849,6,0
4850,4,0
4851,9,5
4852,10,6
4853,4,4
4854,2,0
4855,10,6
4856,4,4
4857,4,3
4858,6,5
4859,6,6
4860,5,4
4861,9,5
4862,4,0
4863,8,4
4864,7,4
4865,3,1
4866,8,0
4867,7,0
4868,4,0
4869,9,0
4870,7,0
4871,5,0
4872,5,0
4873,9,6
4874,9,5
4875,6,2
4876,6,0
4877,6,6
4878,5,4
4879,8,5
4880,6,2
4881,12,9
4882,6,4
4883,4,2
4884,2,1
4885,9,5
4886,6,0
4887,9,0
4888,8,0
4889,8,0
4890,6,0
4891,12,8
4892,2,0
4893,8,4
4894,6,2
4895,7,7
4896,6,2
4897,5,4
4898,6,5
4899,10,0
4900,5,1
4901,8,0
4902,8,0
4903,4,2
4904,3,3
4905,1,1
4906,11,0
4907,7,3
4908,9,6
4909,7,4
4910,8,0
4911,13,0
4912,11,11
4913,8,8
4914,7,7
4915,9,5
4916,8,5
4917,9,8
4918,7,6
4919,8,5
4920,9,6
4921,7,4
4922,5,0
4923,6,4
4924,7,3
4925,5,0
4926,8,7
4927,10,6
4928,11,8
4929,7,6
4930,9,6
4931,7,0
4932,6,0
4933,9,5
4934,9,0
4935,7,6
4936,8,5
4937,6,6
4938,11,0
4939,9,9
4940,10,6
4941,6,0
4942,5,5
4943,5,4
4944,3,0
4945,13,10
4946,7,0
4947,7,7
4948,9,9
4949,4,2
4950,10,7
4951,5,3
4952,12,8
4953,12,0
4954,7,4
4955,8,6
4956,7,0
4957,6,4
4958,6,5
4959,8,0
4960,11,7
4961,5,3
4962,4,3
4963,6,2
4964,5,3
4965,4,3
4966,8,4
4967,7,3
4968,7,0
4969,10,0
4970,9,7
4971,10,0
4972,8,4
4973,4,0
4974,6,5
4975,6,6
4976,9,0
4977,14,10
4978,6,0
4979,6,3
4980,4,0
4981,2,2
4982,1,1
4983,6,4
4984,8,0
4985,8,4
4986,8,6
4987,9,5
4988,7,3
4989,5,5
4990,13,10
4991,2,2
4992,10,8
4993,5,0
4994,8,0
4995,5,2
4996,6,4
4997,10,7
4998,7,0
4999,4,3
